Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2018-03-10 06:00:00,12,51.0,1.0,69.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,193.734,1.0,59.743,1.0,639.451,151.0,0.0,1.0,0.0,1.0,20.4186,1.0,0.845722,1.0
2018-03-10 07:00:00,12,49.0,1.0,64.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,239.594,1.0,61.1028,1.0,640.1,151.0,0.0,1.0,15.5083,1.0,20.1511,1.0,0.742919,1.0
2018-03-10 08:00:00,12,54.0,1.0,88.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,222.078,1.0,59.469,1.0,640.517,151.0,0.0,1.0,103.11,1.0,20.7945,1.0,0.749152,1.0
2018-03-10 09:00:00,12,45.0,1.0,73.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,27.0936,1.0,50.9012,1.0,640.608,151.0,0.0,1.0,390.69,1.0,23.2908,1.0,0.539267,1.0
2018-03-10 10:00:00,12,35.0,1.0,121.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,27.4569,1.0,40.8172,1.0,640.454,151.0,0.5,1.0,611.903,1.0,25.2184,1.0,0.87393,1.0
2018-03-10 11:00:00,12,21.0,1.0,54.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,57.8229,1.0,30.0576,1.0,639.963,151.0,0.0,1.0,820.48,1.0,27.3608,1.0,0.782921,1.0
2018-03-10 12:00:00,12,28.0,1.0,32.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,91.0313,1.0,26.1208,1.0,639.435,151.0,0.0,1.0,915.274,1.0,28.4549,1.0,0.992609,1.0
2018-03-10 13:00:00,12,33.0,151.0,29.0,151.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,120.362,1.0,24.9696,1.0,638.755,151.0,0.0,1.0,926.566,1.0,28.9454,1.0,0.820109,1.0
2018-03-10 14:00:00,12,42.0,151.0,28.0,151.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,89.0117,1.0,23.0716,1.0,637.969,151.0,0.0,1.0,851.846,1.0,29.5959,1.0,0.907811,1.0
2018-03-10 15:00:00,12,17.0,1.0,32.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,75.8161,1.0,21.7924,1.0,637.249,151.0,0.0,1.0,728.574,1.0,30.078,1.0,1.01746,1.0
2018-03-10 16:00:00,12,18.0,1.0,38.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,84.0923,1.0,21.989,1.0,636.802,151.0,0.0,1.0,540.13,1.0,30.1121,1.0,1.21194,1.0
2018-03-10 17:00:00,12,26.0,1.0,39.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,77.1946,1.0,22.0283,1.0,636.739,151.0,0.0,1.0,320.435,1.0,29.9516,1.0,1.43609,1.0
2018-03-10 18:00:00,12,20.0,1.0,30.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,77.681,1.0,26.3204,1.0,637.038,151.0,0.0,1.0,96.5847,1.0,28.6896,1.0,1.23641,1.0
2018-03-10 19:00:00,12,21.0,1.0,37.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,58.9939,1.0,33.2106,1.0,637.731,151.0,0.0,1.0,0.103056,1.0,26.8317,1.0,0.675742,1.0
2018-03-10 20:00:00,12,17.0,1.0,44.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,73.6476,1.0,41.6017,1.0,638.278,151.0,0.0,1.0,0.0,1.0,25.3138,1.0,1.11437,1.0
2018-03-10 21:00:00,12,14.0,1.0,36.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,40.7085,1.0,41.6564,1.0,639.006,151.0,0.0,1.0,0.0,1.0,24.5913,1.0,0.995652,1.0
2018-03-10 22:00:00,12,9.0,1.0,35.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,13.2662,1.0,44.4538,1.0,639.613,151.0,0.0,1.0,0.0,1.0,23.9882,1.0,0.782202,1.0
2018-03-10 23:00:00,12,8.0,1.0,34.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,313.807,1.0,47.4249,1.0,639.938,151.0,0.0,1.0,0.0,1.0,23.3087,1.0,0.476261,1.0
2018-03-11 00:00:00,12,20.0,1.0,36.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,11.5995,1.0,50.6017,1.0,639.818,151.0,0.0,1.0,0.0,1.0,22.6364,1.0,0.512468,1.0
2018-03-11 01:00:00,12,23.0,1.0,37.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,312.361,1.0,52.996,1.0,639.524,151.0,0.0,1.0,0.0,1.0,22.0279,1.0,0.0172104,1.0
2018-03-11 02:00:00,12,17.0,1.0,30.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,44.7519,1.0,55.6306,1.0,639.13,151.0,0.0,1.0,0.0,1.0,21.2801,1.0,0.548545,1.0
2018-03-11 03:00:00,12,30.0,1.0,34.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,36.5328,1.0,59.4821,1.0,638.943,151.0,0.0,1.0,0.0,1.0,20.3361,1.0,0.541511,1.0
2018-03-11 04:00:00,12,26.0,1.0,34.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,0.614268,1.0,60.7608,1.0,638.9,151.0,0.0,1.0,0.0,1.0,19.9506,1.0,0.496081,1.0
2018-03-11 05:00:00,12,28.0,1.0,28.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,55.7872,1.0,61.7875,1.0,639.076,151.0,0.0,1.0,0.0,1.0,19.4956,1.0,0.338425,1.0
2018-03-11 06:00:00,12,29.0,1.0,37.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,3.32471,1.0,62.5822,1.0,639.393,151.0,0.0,1.0,0.0,1.0,19.157,1.0,0.862963,1.0
2018-03-11 07:00:00,12,30.0,1.0,39.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,41.308,1.0,62.0883,1.0,639.794,151.0,0.0,1.0,5.60361,1.0,18.9908,1.0,0.485285,1.0
2018-03-11 08:00:00,12,42.0,1.0,63.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,52.274,1.0,56.7413,1.0,640.183,151.0,0.0,1.0,187.333,1.0,20.4525,1.0,0.455115,1.0
2018-03-11 09:00:00,12,27.0,1.0,53.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,77.894,1.0,45.1125,1.0,640.232,151.0,0.0,1.0,405.082,1.0,23.1215,1.0,0.274574,1.0
2018-03-11 10:00:00,12,29.0,1.0,59.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,21.3109,1.0,31.3535,1.0,640.144,151.0,0.0,1.0,610.516,1.0,26.2504,1.0,0.667073,1.0
2018-03-11 11:00:00,12,37.0,1.0,39.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,55.9464,1.0,26.6566,1.0,639.779,151.0,0.0,1.0,776.938,1.0,27.5247,1.0,1.2306,1.0
2018-03-11 12:00:00,12,22.0,1.0,29.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,52.1066,1.0,22.9984,1.0,639.055,151.0,0.0,1.0,870.264,1.0,29.0823,1.0,1.20221,1.0
2018-03-11 13:00:00,12,20.0,1.0,23.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,47.997,1.0,22.0229,1.0,638.443,151.0,0.0,1.0,892.685,1.0,29.6056,1.0,1.44701,1.0
2018-03-11 14:00:00,12,16.0,1.0,31.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,50.9894,1.0,20.1264,1.0,637.628,151.0,0.0,1.0,842.22,1.0,30.5964,1.0,1.49802,1.0
2018-03-11 15:00:00,12,12.0,1.0,23.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,71.1495,1.0,20.3041,1.0,637.163,151.0,0.0,1.0,719.773,1.0,30.8732,1.0,1.35072,1.0
2018-03-11 16:00:00,12,12.0,1.0,28.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,62.0785,1.0,20.7444,1.0,636.996,151.0,0.0,1.0,529.531,1.0,30.4855,1.0,1.67301,1.0
2018-03-11 17:00:00,12,15.0,1.0,20.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,80.6982,1.0,21.859,1.0,637.108,151.0,0.0,1.0,315.708,1.0,30.2923,1.0,1.01284,1.0
2018-03-11 18:00:00,12,7.0,1.0,28.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,79.429,1.0,23.5515,1.0,637.591,151.0,0.0,1.0,93.9975,1.0,29.0629,1.0,0.994534,1.0
2018-03-11 19:00:00,12,6.0,1.0,37.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,62.658,1.0,25.9415,1.0,638.13,151.0,0.0,1.0,0.526111,1.0,27.5815,1.0,1.10031,1.0
2018-03-11 20:00:00,12,13.0,1.0,40.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,72.1696,1.0,29.6573,1.0,638.727,151.0,0.0,1.0,0.0,1.0,26.3696,1.0,0.842273,1.0
2018-03-11 21:00:00,12,9.0,1.0,29.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,70.3273,1.0,34.0196,1.0,639.336,151.0,0.0,1.0,0.0,1.0,25.4753,1.0,0.777741,1.0
2018-03-11 22:00:00,12,14.0,1.0,24.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,53.6263,1.0,35.8559,1.0,639.996,151.0,0.0,1.0,0.0,1.0,24.6822,1.0,0.352078,1.0
2018-03-11 23:00:00,12,17.0,1.0,32.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,10.6947,1.0,42.0225,1.0,640.346,151.0,0.0,1.0,0.0,1.0,23.5657,1.0,0.0884026,1.0
2018-03-12 00:00:00,12,17.0,1.0,30.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,34.7453,1.0,48.2218,1.0,640.296,151.0,0.0,1.0,0.0,1.0,22.8496,1.0,0.228857,1.0
2018-03-12 01:00:00,12,17.0,1.0,31.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,37.6845,1.0,51.894,1.0,639.962,151.0,0.0,1.0,0.0,1.0,22.2634,1.0,0.694697,1.0
2018-03-12 02:00:00,12,26.0,1.0,43.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,33.1124,1.0,55.7784,1.0,639.535,151.0,0.0,1.0,0.0,1.0,21.3806,1.0,0.688416,1.0
2018-03-12 03:00:00,12,21.0,1.0,40.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,18.0112,1.0,58.2302,1.0,639.229,151.0,0.0,1.0,0.0,1.0,20.8088,1.0,0.714685,1.0
2018-03-12 04:00:00,12,22.0,1.0,35.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,308.833,1.0,60.535,1.0,639.105,151.0,0.0,1.0,0.0,1.0,20.3776,1.0,1.17617,1.0
2018-03-12 05:00:00,12,29.0,1.0,48.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,232.557,1.0,58.9536,1.0,639.237,151.0,0.0,1.0,0.0,1.0,20.1884,1.0,0.661839,1.0
2018-03-12 06:00:00,12,40.0,1.0,68.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,233.688,1.0,59.7689,1.0,639.373,151.0,0.0,1.0,0.0,1.0,19.9512,1.0,1.14582,1.0
2018-03-12 07:00:00,12,57.0,1.0,90.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,234.067,1.0,59.4147,1.0,639.79,151.0,0.0,1.0,11.2664,1.0,20.0079,1.0,0.959531,1.0
2018-03-12 08:00:00,12,66.0,1.0,103.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,234.451,1.0,57.4926,1.0,640.194,151.0,0.0,1.0,74.7389,1.0,20.6703,1.0,0.550776,1.0
2018-03-12 09:00:00,12,65.0,1.0,107.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,228.753,1.0,54.398,1.0,640.382,151.0,0.0,1.0,160.551,1.0,21.8235,1.0,0.515078,1.0
2018-03-12 10:00:00,12,65.0,1.0,107.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,249.492,1.0,52.2404,1.0,640.529,151.0,0.0,1.0,213.094,1.0,22.7477,1.0,0.426103,1.0
2018-03-12 11:00:00,12,56.0,1.0,92.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,215.282,1.0,45.8164,1.0,640.231,151.0,0.0,1.0,369.228,1.0,24.5028,1.0,0.13144,1.0
2018-03-12 12:00:00,12,56.0,1.0,77.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,23.4951,1.0,35.2941,1.0,639.376,151.0,0.0,1.0,871.758,1.0,27.0066,1.0,1.12172,1.0
2018-03-12 13:00:00,12,46.0,1.0,61.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,11.6834,1.0,30.139,1.0,638.458,151.0,0.0,1.0,691.836,1.0,28.6308,1.0,0.85975,1.0
2018-03-12 14:00:00,12,31.0,1.0,65.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,0.167008,1.0,25.7283,1.0,637.726,151.0,0.0,1.0,602.623,1.0,29.9735,1.0,0.85204,1.0
2018-03-12 15:00:00,12,26.0,1.0,63.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,19.3587,1.0,23.5387,1.0,637.118,151.0,0.0,1.0,514.364,1.0,30.3905,1.0,1.72623,1.0
2018-03-12 16:00:00,12,31.0,1.0,74.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,18.5825,1.0,23.1662,1.0,636.733,151.0,0.0,1.0,397.062,1.0,30.6745,1.0,1.61084,1.0
2018-03-12 17:00:00,12,24.0,1.0,57.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,48.5226,1.0,23.6032,1.0,636.695,151.0,0.0,1.0,182.395,1.0,29.902,1.0,1.287,1.0
2018-03-12 18:00:00,12,28.0,1.0,56.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,110.501,1.0,32.5657,1.0,637.175,151.0,0.0,1.0,51.5008,1.0,28.1173,1.0,0.654118,1.0
2018-03-12 19:00:00,12,27.0,1.0,50.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,117.793,1.0,40.2872,1.0,637.896,151.0,0.0,1.0,0.0083333,1.0,26.2538,1.0,0.450375,1.0
2018-03-12 20:00:00,12,18.0,1.0,51.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,182.757,1.0,43.93,1.0,638.829,151.0,0.0,1.0,0.0,1.0,25.5473,1.0,0.71793,1.0
2018-03-12 21:00:00,12,29.0,1.0,56.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,24.8712,1.0,46.573,1.0,639.644,151.0,0.0,1.0,0.0,1.0,25.169,1.0,0.258643,1.0
2018-03-12 22:00:00,12,37.0,1.0,50.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,19.8631,1.0,49.892,1.0,640.046,151.0,0.0,1.0,0.0,1.0,24.4876,1.0,1.08826,1.0
2018-03-12 23:00:00,12,43.0,1.0,62.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,20.0754,1.0,59.0377,1.0,640.41,151.0,0.0,1.0,0.0,1.0,23.3344,1.0,0.596375,1.0
2018-03-13 00:00:00,12,43.0,1.0,68.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,17.6381,1.0,66.5715,1.0,640.4,151.0,0.0,1.0,0.0,1.0,22.4697,1.0,0.702699,1.0
2018-03-13 01:00:00,12,40.0,1.0,64.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,29.2423,1.0,67.3381,1.0,640.162,151.0,0.0,1.0,0.0,1.0,22.2097,1.0,0.645772,1.0
2018-03-13 02:00:00,12,36.0,1.0,56.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,16.9331,1.0,67.4534,1.0,639.699,151.0,0.0,1.0,0.0,1.0,21.9379,1.0,0.875427,1.0
2018-03-13 03:00:00,12,42.0,1.0,56.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,316.281,1.0,65.506,1.0,639.275,151.0,0.0,1.0,0.0,1.0,21.6949,1.0,0.493109,1.0
2018-03-13 04:00:00,12,46.0,1.0,62.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,42.7245,1.0,66.4812,1.0,639.19,151.0,0.0,1.0,0.0,1.0,21.4224,1.0,0.377584,1.0
2018-03-13 05:00:00,12,35.0,1.0,58.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,257.796,1.0,66.1807,1.0,639.401,151.0,0.0,1.0,0.0,1.0,21.0832,1.0,0.663841,1.0
2018-03-13 06:00:00,12,47.0,1.0,68.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,230.307,1.0,62.2139,1.0,639.701,151.0,0.0,1.0,0.0,151.0,21.0999,1.0,0.995871,1.0
2018-03-13 07:00:00,12,61.0,1.0,95.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,270.075,1.0,63.9283,1.0,640.148,151.0,0.0,1.0,0.0,151.0,21.0988,1.0,0.732118,1.0
2018-03-13 08:00:00,12,58.0,1.0,90.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,20.1371,1.0,74.3807,1.0,641.017,151.0,0.0,1.0,7.72806,1.0,20.8487,1.0,0.778238,1.0
2018-03-13 09:00:00,12,53.0,1.0,72.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,22.09,1.0,74.9622,1.0,641.477,151.0,0.1,1.0,56.8147,1.0,20.4316,1.0,0.857699,1.0
2018-03-13 10:00:00,12,47.0,1.0,82.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,20.8937,1.0,64.7682,1.0,641.603,151.0,0.0,1.0,144.009,1.0,21.1054,1.0,1.30291,1.0
2018-03-13 11:00:00,12,47.0,1.0,72.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,22.0639,1.0,54.0624,1.0,641.344,151.0,0.0,1.0,449.185,1.0,22.7774,1.0,0.908054,1.0
2018-03-13 12:00:00,12,49.0,1.0,84.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,23.5408,1.0,44.0034,1.0,640.472,151.0,0.0,1.0,755.735,1.0,25.3834,1.0,0.565619,1.0
2018-03-13 13:00:00,12,64.0,1.0,80.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,25.0131,1.0,37.3223,1.0,639.774,151.0,0.0,1.0,646.753,1.0,26.9444,1.0,1.17974,1.0
